ALDH1A1	ALDH1A1
CTR9	CNTNAP2
MMP9	HAPLN1
MACF1	CNTNAP2
ZMIZ1	CNTNAP2
PTGES3	DNAJB1
DNAJB1	GLB1
LOXL1	FBLN5
WRN	BLM
ATM	WRN
XRCC5	WRN
ACAN	HAPLN1
POLR1C	WRN
WRNIP1	WRN
OLIG2	NKX2-2
IL17RB	IL17B
RARA	NR0B2
NR5A2	NR0B2
NR1H3	NR0B2
NEUROG2	ASCL1
RFC1	RFC1
MMP7	HAPLN1
TRIM3	ACTN4
SLC9A3R2	ACTN4
USP6NL	ACTN4
PDLIM1	ACTN4
ACTN4	ACTN3
ACTN4	LRRC7
MAP3K13	MAPK8IP1
MMP3	HAPLN1
DUSP16	MAPK8IP1
-	MAPK8IP1
TBCE	TBCD
TBCD	ARL2
MMP10	HAPLN1
ATXN1	R3HDM2
ATXN1	ZHX2
COL2A1	MATN1
PELI3	MAP3K14
PORCN	WNT6
KIAA1549	CADPS
PRKG1	MRVI1
HEY2	HEY2
ITGA1	MATN1
SIRT1	HEY2
SIN3A	HEY2
PCSK7	PABPC1
PAIP1	PABPC1
YWHAG	PABPC1
PAIP2	PABPC1
SYNCRIP	PABPC1
MATN2	MATN1
EIF4G1	PABPC1
EIF4G3	PABPC1
SYCP3	PABPC1
CARM1	PABPC1
ANAPC5	PABPC1
PAN2	PABPC1
CSDE1	PABPC1
SFRS12	PABPC1
PABPC1	HNRNPD
MATN3	MATN1
EED	ITGAE
PPP1R15A	KIF3A
NEK1	KIF3A
YWHAG	AKAP13
THRA	AKAP13
CTNNAL1	AKAP13
MATN4	MATN1
GABRB1	AKAP5
AKAP5	GABRB3
SPA17	AKAP3
ROPN1	AKAP3
ROPN1B	AKAP3
ROPN1L	AKAP3
SLC9A3R1	AKAP10
ARL2BP	ARL3
BRCA1	RFC1
ATXN1	TRIM32
GSK3B	AKAP11
EEA1	TOM1
TOLLIP	TOM1
ZFYVE16	TOM1
TOLLIP	TOM1L1
CSNK2B	CSNK2A1
NEDD9	BCAR3
MERTK	MERTK
TTF2	MATR3
CSNK2A1	CTNNB1
TBC1D4	NFAT5
TACC3	TTF2
CDKN1A	CSNK2A1
PRDX4	TTF2
DCP1A	TTF2
PDCD6IP	TTF2
KIF4A	TTF2
TNIP1	TTF2
CLPB	TTF2
NAGK	STK16
CDK1	CSNK2A1
-	STK17B
KIRREL	NPHS2
CSNK2A1	CDC25B
KIRREL3	NPHS2
MAP3K13	PRDX3
CCBP2	CCL27
CSNK2A1	CLTB
CSNK2A1	ATF1
RBP1	LRAT
ATF2	CSNK2A1
SCGB3A1	MARCO
SCGB3A2	MARCO
SYNCRIP	PCSK7
CSDE1	PCSK7
PCSK7	HNRNPD
CSNK2A1	CREM
NFE2	MAFF
UNC13B	RPH3AL
RAB3C	RPH3AL
RIMS2	RPH3AL
GTF3C4	GTF3C2
NEK9	NEK6
NEK6	CDK7
CEBPA	RFC1
CSNK2A1	DDIT3
NEK6	RPS6KB1
WASF1	NCKAP1
WASF2	NCKAP1
CYFIP2	NCKAP1
DNMBP	NCKAP1
C3orf10	NCKAP1
CSNK2A1	LIG1
PFDN2	PFDN1
PFDN2	PFDN4
PFDN6	PFDN5
GTF3C3	BRF1
GTF3C4	BRF1
TOP1	CSNK2A1
POLR3F	BRF1
GTF3C5	BRF1
TAF1A	TAF1A
TAF1B	TAF1A
TAF1C	TAF1A
SET	TAF1A
TAF1B	TAF1B
CSNK2A1	TOP2A
TAF1C	TAF1B
RRN3	TAF1B
RRN3	TAF1C
POLR1E	TAF1C
CNOT1	CNOT2
CNOT8	CNOT3
CNOT8	CNOT4
CSNK2A1	EGR1
CNOT1	CNOT4
TOB1	CNOT7
TOB2	CNOT7
BTG3	CNOT7
CNOT6	CNOT7
BTG1	CNOT7
MAP3K13	MAP3K13
RAB22A	RABAC1
RIMS2	RABAC1
EEF1D	CSNK2A1
RAB17	RABAC1
RAB4B	RABAC1
POLR2A	CTDP1
CD3E	NCK2
WIPF2	NCK2
RPA4	MUTYH
FGF1	CSNK2A1
GADD45G	GADD45B
GADD45GIP1	GADD45B
GADD45GIP1	GADD45G
UTP14A	GADD45G
RARA	GADD45G
PIAS4	GADD45G
LUC7L	GADD45G
EEF1G	GADD45G
C7orf64	GADD45G
FGF2	CSNK2A1
MED31	GADD45G
LUC7L2	GADD45G
C1orf103	GADD45G
POLR2A	ACTL6A
RUVBL1	ACTL6A
C20orf20	ACTL6A
CSNK2A1	GYS1
PACSIN3	PACSIN2
TRAT1	TRAT1
SIT1	SIT1
STK4	STK4
RASSF1	STK4
RASSF5	STK4
PRKRIR	STK4
CNKSR1	STK4
CSNK2A1	HSP90AA1
AURKB	RACGAP1
TACC1	AURKB
CDCA8	AURKB
ORC3L	ORC3L
ORC6L	ORC3L
ORC5L	ORC3L
ORC4L	ORC3L
CDK4	RFC1
CSNK2A1	HSF1
CDC45L	ORC3L
MCM10	ORC3L
FCN3	FCN3
EXOSC6	NUDT21
CSNK2A1	HOXB7
RACGAP1	RACGAP1
KIF23	RACGAP1
YWHAG	RACGAP1
SLC16A10	RACGAP1
SLC26A8	RACGAP1
SH3RF1	RACGAP1
ACTR1A	SPTBN2
UNC13B	SPTBN2
CSNK2A1	IGFBP3
DCTN1	SPTBN2
SPTBN2	CELSR3
BRAP	BRAP
DDB1	BRAP
CNKSR1	BRAP
SLC4A8	SLC9A3R1
PAG1	SLC9A3R1
PLCB1	SLC9A3R1
NF2	SLC9A3R1
SLC34A1	SLC9A3R1
CSNK2A1	IRS1
CNGA2	SLC9A3R1
KCNJ1	SLC9A3R1
TRPC4	SLC9A3R1
YAP1	SLC9A3R1
TBC1D10A	SLC9A3R1
PPIH	PRPF18
EYA3	SIX2
CAMK1	CAMK1
IRF2	CSNK2A1
CAMKK2	CAMK1
CAMK1	EIF4G3
CAMK1	HDAC5
CAMKK1	CAMK1
BAIAP2	SHANK1
ARHGEF7	SHANK1
LPHN2	SHANK1
HOMER1	SHANK1
DLGAP1	SHANK1
LPHN1	SHANK1
CSNK2A1	IFI16
SHARPIN	SHANK1
TANC1	SHANK1
FRAT2	GSK3B
SGK3	GSK3B
UPF3A	GSK3B
NIN	GSK3B
TMEM132A	GSK3B
TPPP	GSK3B
VPREB1	VPREB3
PAK2	PAK2
CSNK2A1	STMN1
ARHGEF7	PAK2
ABI3	PAK2
ITGA3	ITGA3
LGALS8	ITGA3
STK3	STK3
CSNK2A1	PTPRC
CNKSR1	STK3
PSTPIP1	WASF1
CYFIP2	WASF1
DNMBP	WASF1
SRGAP3	WASF1
C3orf10	WASF1
SUFU	ZNF219
NCOA6	MED23
MED13	MED23
PUM2	MED23
CSNK2A1	CD5
WDTC1	MED23
FOXJ3	MED23
MED9	MED23
MED8	MED26
RBP1	MED26
MED9	MED26
MED8	MED27
MED9	MED27
MED8	MED7
MED9	MED7
CSNK2A1	LGALS3
P4HB	UBQLN1
NBL1	UBQLN1
KAT2B	IRF7
TICAM2	IRF7
RELA	RFC1
CSNK2A1	MAX
RBM14	TARBP2
MGMT	CSNK2A1
RHOQ	WASL
NCKIPSD	WASL
DNMBP	WASL
PRPF40A	WASL
FNBP1L	WASL
TIMM44	TIMM17A
CSNK2A1	MYF5
TIMM23	TIMM17A
TIMM44	TIMM44
TIMM23	TIMM44
XRCC5	TERF2IP
CDC37	STIP1
PTGES3	STIP1
HSPA14	STIP1
YWHAG	KIF23
CSNK2A1	SNCA
HDAC4	YWHAE
RIN1	YWHAE
NDEL1	YWHAE
RASGRF1	YWHAE
HDAC5	YWHAE
WWTR1	YWHAE
CSNK2A1	NFKBIA
MAP3K2	YWHAE
PAPOLA	YWHAE
ARHGEF2	YWHAE
REM1	YWHAE
-	YWHAE
STX12	EEA1
RAB22A	EEA1
STX6	EEA1
CSNK2A1	RELA
ZFYVE16	EEA1
GIPC1	RGS19
OSTM1	RGS19
GDE1	RGS19
GIPC1	GIPC1
KIF1B	GIPC1
FZD3	GIPC1
SEMA4C	GIPC1
SDC4	GIPC1
ZFPM1	GIPC1
CSNK2A1	HNRNPC
RGS1	GIPC1
HDAC2	DMAP1
TOMM34	DMAP1
C19orf2	DMAP1
C20orf20	DMAP1
XRN2	TARDBP
EXOSC10	TARDBP
NCL	CSNK2A1
GRASP	CYTH3
RASSF1	RASSF1
RASSF5	RASSF1
EXOSC8	RASSF1
CNKSR1	RASSF1
PIGT	PIGK
PARP4	MVP
SH2B3	SH2B3
FOS	CSNK2A1
HDAC3	MAP3K7IP2
CSNK2A1	MYCN
SERPING1	MASP2
NMUR2	NMU
NMUR1	NMU
ST14	SPINT1
CCND1	RFC1
CSNK2A1	JUN
ATG3	GABARAP
ULK1	GABARAP
ATG7	GABARAP
GABRG1	GABARAP
KIF17	FHL5
OSGEP	OPTC
CSNK2A1	SPP1
OTX2	TLE4
OTX1	TLE4
ACTR1A	ACTR1A
DCTN1	ACTR1A
DCTN4	ACTR1A
DCTN1	ACTR1B
CSNK2A1	GPI
GALNT6	FN1
CALCRL	RAMP1
CALCRL	RAMP2
RAMP3	RAMP3
CSNK2A1	PTPN1
CALCRL	RAMP3
EXOSC4	GADD45GIP1
CXCL16	CXCR6
CIR1	HDAC2
DDX20	HDAC2
IKZF4	HDAC2
BRMS1	HDAC2
ANTXR1	HDAC2
SMYD1	HDAC2
HOPX	HDAC2
CSNK2A1	RRAD
SETDB1	HDAC2
RBP1	HDAC2
THRA	HDAC2
THRB	HDAC2
EED	HDAC2
HDAC10	HDAC2
HIF1AN	HDAC2
RCOR1	HDAC2
SIN3A	HDAC2
SPEN	HDAC2
CSNK2A1	STX1A
PHF21A	HDAC2
-	HDAC2
BRMS1L	HDAC2
EID2	HDAC2
BACH1	PATZ1
BACH2	PATZ1
PTGER1	PTGES
PTGER2	PTGES
CSNK2A1	SP1
UBR5	PAIP1
KREMEN1	DKK1
TIRAP	TRAM1
TICAM1	TRAM1
CSNK2A1	MYB
SEC61B	TRAM1
PTGIR	ADCY10
DISC1	DISC1
YWHAG	DISC1
CSNK2A1	MYC
PCNT	DISC1
ATF5	DISC1
NDEL1	DISC1
ATF4	DISC1
FEZ1	DISC1
CIT	DISC1
SPTBN4	DISC1
TRAF3IP1	DISC1
SYNE1	DISC1
KCNQ5	DISC1
CSNK2A1	TP53
PDPK1	PDPK1
SLC9A3R2	PDPK1
PDPK1	SGK2
PDPK1	SGK3
PDPK1	AKT3
AKTIP	PDPK1
PDPK1	RPS6KB1
PDPK1	RPS6KB2
PCNA	RFC1
HSP90B1	CSNK2A1
SKAP2	SKAP2
PRAM1	SKAP2
DIABLO	DIABLO
BIRC7	DIABLO
HTRA2	DIABLO
YWHAG	SFRS13A
SFRS12	SFRS13A
CSNK2A1	CDH1
ATN1	RERE
ATM	TP53BP1
NEK1	TP53BP1
PAXIP1	TP53BP1
MDC1	TP53BP1
SFRS9	NOL3
TFPT	NOL3
CCBP2	CCL28
CSNK2A1	SLC18A2
APH1A	NCSTN
APH1B	NCSTN
PSENEN	NCSTN
BACE1	NCSTN
FLOT1	SORBS1
SEMA6A	SORBS1
PIWIL2	DDX4
YWHAG	TSC1
CSNK2A1	VTN
NF2	TSC1
NCOA6	NCOA6
RARA	NCOA6
THRA	NCOA6
THRB	NCOA6
TGS1	NCOA6
XRCC5	NCOA6
PRMT2	NCOA6
RBM39	NCOA6
RBM14	NCOA6
CSNK2A1	ACACA
ZNF335	NCOA6
UPF3A	RBM8A
IPO13	RBM8A
HDAC4	HDAC4
YWHAG	HDAC4
HDAC9	HDAC4
BCOR	HDAC4
CAMK4	HDAC4
CSNK2A1	F5
HDAC3	HDAC4
ZBTB16	HDAC4
ANKRD11	HDAC4
MEGF10	HDAC4
FOXP4	FOXP2
FOXP1	FOXP2
POLR2A	CTDSP1
LDB1	CTDSP1
CSNK2A1	NCF1
KAT2B	KLF13
IL22RA2	IL22
IL22RA1	IL22
YWHAG	EPB41L3
CADM1	EPB41L3
CEP152	EPB41L3
RPL14	PHLDA1
GRIN1	INA
CSNK2A1	PIN4
TANC1	INA
CYFIP2	FXR2
AGRP	GHRL
OGT	CSNK2A1
YWHAG	YWHAG
PAK4	YWHAG
ARHGEF7	YWHAG
KIF1B	YWHAG
RASAL2	YWHAG
GSK3A	YWHAG
ERC1	YWHAG
TJP2	YWHAG
SRRM2	YWHAG
CSNK2A1	WAS
RASSF8	YWHAG
KIF5B	YWHAG
THRAP3	YWHAG
PRPF38B	YWHAG
FAM82A2	YWHAG
EML3	YWHAG
TMEM102	YWHAG
DYRK1A	YWHAG
CLK1	YWHAG
PRPF4B	YWHAG
TCEAL1	RFC1
ARR3	CSNK2A1
HDAC7	YWHAG
CDK17	YWHAG
SH3BP4	YWHAG
CLASP1	YWHAG
DCAF7	YWHAG
RAI14	YWHAG
YAP1	YWHAG
OSBPL3	YWHAG
PARD3B	YWHAG
MAP3K2	YWHAG
CSNK2A1	L1CAM
MYCBP2	YWHAG
SAMD4A	YWHAG
ZNF295	YWHAG
SRRM1	YWHAG
ARHGEF2	YWHAG
RAB11FIP2	YWHAG
ANKS1A	YWHAG
CGN	YWHAG
SAMD4B	YWHAG
PRPF40A	YWHAG
CSNK2A1	SAT1
LARP1	YWHAG
MICALL1	YWHAG
EEF1G	YWHAG
PI4KB	YWHAG
SF3B3	YWHAG
PPIG	YWHAG
CRTC2	YWHAG
XK	CSNK2A1
SMCR7L	YWHAG
RALGPS2	YWHAG
SRPK1	YWHAG
BCLAF1	YWHAG
LUC7L3	YWHAG
DOCK7	YWHAG
FARP2	YWHAG
LSR	YWHAG
HNRNPA2B1	CSNK2A1
LUC7L2	YWHAG
MPRIP	YWHAG
TBC1D1	YWHAG
SRGAP2	YWHAG
YWHAG	C22orf9
YWHAG	CCNY
YWHAG	HNRNPH1
CREBBP	CSNK2A1
ASCL3	GTF2A1L
PKN3	ARHGAP26
SFRS12	HNRNPA3
IL21	IL21R
MCL1	BOK
NEK1	ZNF350
CSNK2A1	AQP4
MAML1	MAML1
TRPV4	CALM1
PRKD1	PRKD1
PRKCH	PRKD1
MT2A	PRKD1
PRKD1	HDAC5
ADAP1	PRKD1
PRKD1	PPP1R14A
PRKD1	KIDINS220
CSNK2A1	SUB1
ADIPOR2	ADIPOQ
PACSIN3	ADAM15
SNX9	ADAM15
SH3D19	ADAM15
CSNK2A1	GTF2A1
RIMS1	RAB26
IL25	IL17RB
ABCG8	ABCG5
MMP26	SERPINA1
SIGIRR	TLR9
RNF216	TLR9
WASF2	BAIAP2
ATN1	BAIAP2
PBX2	BAIAP2
CSNK2A1	NKX2-5
LIN7B	BAIAP2
ENAH	BAIAP2
LIN7C	BAIAP2
HOMER2	AGAP2
HOMER1	AGAP2
GIT1	ARHGEF7
GIT2	ARHGEF7
PPM1F	ARHGEF7
TRIM3	TRIM3
IL1F8	IL1F8
RFC3	RFC1
CSNK2A1	SRF
USH1C	CDH23
KIF4A	HMG20B
PHF21A	HMG20B
NTS	NTSR2
SCGB1D2	SCGB2A2
MYO5B	RAB11A
RAB11FIP1	RAB11A
RAB11FIP2	RAB11A
CSNK2A1	EEF1B2
RAB11FIP4	RAB11A
WDR44	RAB11A
RAB11FIP5	RAB11A
RAB11FIP3	RAB11A
ANAPC2	UBE2C
UPF3A	IFITM2
CDC40	DHX38
ELAVL1	PAIP2
CSNK2A1	MEF2C
IL20RA	IL20
FNDC6	IL20
IL20RA	IL20RA
IL19	IL20RA
EIF4E2	ARIH1
BACE2	BACE2
OS9	CPNE6
TRIM10	TRIM10
UBTF	CSNK2A1
SPTLC2	SPTLC1
ICOS	ICOSLG
HTRA2	BIRC7
LDLR	LDLRAP1
GLS2	PAG1
EBAG9	EBAG9
PLXNA1	RHOD
HMGA2	CSNK2A1
RNF19A	TUBG2
TUBGCP3	TUBG2
NUPL1	NUP62
PBX2	NUP62
NUTF2	NUP62
BOP1	PES1
RIMS1	UNC13B
STX2	UNC13B
CSNK2A1	HMGA1
GOPC	RHOQ
PARD6A	RHOQ
CDC42EP1	RHOQ
CDC42EP4	RHOQ
CDC42EP2	RHOQ
CDC42EP3	RHOQ
COPG	RHOQ
DOCK8	RHOQ
EXOC7	RHOQ
PPP2R4	CSNK2A1
RHOQ	PARD6B
WASF2	WASF2
PSTPIP1	WASF2
PACSIN1	WASF2
CYFIP2	WASF2
ARPC3	WASF2
DAPK2	MLC1
TPX2	TPX2
STIM1	STIM1
CSNK2A1	PSEN2
STIM2	STIM1
TUBGCP3	PCNT
TUBGCP2	PCNT
RABGEF1	RAB33B
NLRC4	NOD2
LDLR	SNX17
NLRP1	NOD1
CARD6	NOD1
PBLD	STRAP
ATXN1	SPEN
CPEB1	KIF1B
STARD13	KIF1B
STK19	PRAME
CPSF1	CPSF1
TAF7	CPSF1
POLR2A	CPSF1
TAF13	CPSF1
TAF5	CPSF1
CSNK2A1	MAZ
TAF11	CPSF1
TAF12	CPSF1
POLR2A	CPSF2
POLR2A	CPSF3
CASP3	RFC1
CSNK2A1	CAV1
PAPOLA	CPSF3
SMYD3	POLR2K
POLR2C	POLR2K
SMC1B	SMC3
SPOCK2	TES
TLN2	PIP5K1C
TRIM11	-
TRIM55	TRIM63
TRIM54	TRIM63
PIN1	CSNK2A1
UBE2I	TRIM63
GMEB1	TRIM63
GIPC3	FZD3
GIPC2	FZD3
GOPC	FZD8
GEMIN5	DDX20
EIF2C2	DDX20
GEMIN4	DDX20
SMN2	DDX20
CSNK2A1	HDAC1
HDAC5	DDX20
SIN3A	DDX20
STXBP3	DDX20
-	GAB2
IKZF5	IKZF3
IKZF4	IKZF3
CHD3	IKZF3
UBE3C	PSMD2
IKZF5	IKZF2
CSNK2A1	HCLS1
IKZF4	IKZF2
IKZF4	IKZF5
SIN3A	IKZF4
SIN3B	IKZF4
EIF2C1	DICER1
EIF2C2	DICER1
PIWIL1	DICER1
PIWIL2	DICER1
PIWIL4	DICER1
DVL1	CSNK2A1
STAMBP	STAM2
EPS15	STAM2
XRN1	STAM2
EPS15	STAMBP
RNF11	STAMBP
TICAM2	TIRAP
RBP1	BRMS1
DVL3	CSNK2A1
SIN3A	BRMS1
-	BRMS1
BRMS1L	BRMS1
DYNLL2	BMF
MCL1	BMF
TNFRSF13C	TNFRSF13C
PPP1R14A	CSNK1G1
XRN2	TOLLIP
CYFIP1	CYFIP1
PTPN18	PSTPIP1
PAFAH1B1	CSNK2A1
PIAS1	DDX21
PORCN	WNT3A
PORCN	WNT5B
ABI3BP	ABI3
TAX1BP3	GLS2
NDFIP2	NEDD4L
GABBR2	ATF5
PYCARD	NLRP3
CARD8	NLRP3
CSNK2A1	EIF5
SLAMF6	SLAMF6
EIF2B1	EIF2B2
EIF2B4	EIF2B2
TRIM27	PRAM1
MCRS1	-
PACSIN3	PACSIN1
SYNJ1	PACSIN1
SYNJ1	PACSIN3
CSNK2A1	GMFB
MAPK15	CLIC3
HDAC3	HDAC9
SIN3A	HDAC9
SIN3B	HDAC9
ZBTB16	HDAC9
ETV6	HDAC9
EEF1G	LZTS1
SGK3	SLC9A3R2
SRY	SLC9A3R2
CSNK2A1	PTEN
SLC34A1	SLC9A3R2
KCNJ1	SLC9A3R2
WWTR1	SLC9A3R2
ADORA2B	SLC9A3R2
TBC1D10A	SLC9A3R2
TRIM9	TRIM9
PSTPIP2	PTPN18
SCEL	TXNIP
ZBTB16	TXNIP
RERE	RBM9
HDAC1	RFC1
CSNK2A1	VDR
ZBTB32	TXNIP
RXFP1	RXFP1
RLN3	RXFP1
RXFP2	RXFP2
INSL3	RXFP2
TRPV6	CALM1
PARD3	PARD3
PARD6A	PARD3
CSNK2A1	PPP1R2
PVRL1	PARD3
PVRL3	PARD3
PARD6G	PARD3
F11R	PARD3
PARD6B	PARD3
CSNK2A1	BID
PRKD3	GSK3A
SGK3	GSK3A
LRSAM1	GSK3A
CSNK2A1	EIF4EBP1
PMPCB	FXN
PYCARD	NLRC4
NLRP4	NLRC4
PRPF40A	-
CSNK2A1	TCF7L2
NLRP12	PYCARD
GTF3C1	DEDD
DEDD2	DEDD
MEGF10	ALMS1
GOPC	GOPC
GRID2	GOPC
STX6	GOPC
CSPG5	GOPC
ACCN3	GOPC
PAK1	CSNK2A1
GRID1	GOPC
HDAC3	SMYD1
NEK9	NEK7
CLK1	UBL5
CLK4	UBL5
RXFP4	RLN3
CSNK2A1	PPP1R8
TMED2	GORASP1
HIPK2	HIPK2
SP100	HIPK2
UBE2I	HIPK2
TP53INP1	HIPK2
DDX39	HIPK2
NLK	HIPK2
JAM3	JAM2
CASP8AP2	CASP8AP2
EXOSC8	FHOD1
CSNK2A1	IL16
ZMYND8	FHOD1
TICAM2	IRAK4
PELI1	IRAK4
PELI2	IRAK4
HOMER1	STX12
-	STX12
SNAP29	STX12
PLDN	STX12
ATN1	LYST
CSNK2A1	KIF1C
ESRRA	LYST
MRPL17	LYST
NCDN	LYST
DNAJC14	LYST
CNTROB	LYST
PACS1	VAMP4
STX6	VAMP4
SCAMP2	SCAMP1
SYNRG	SCAMP1
RPL5	CSNK2A1
GOLGA5	GOLGA5
VPS29	VPS35
COPG	COPE
LRRC1	ERBB2IP
CTNND2	ERBB2IP
LDLR	LDLR
AP1M2	LDLR
YAP1	WBP2
BRD4	RFC1
CSNK2A1	EIF2B5
SLC9A4	-
-	KIF1B
RASGRF1	TNK2
HSH2D	TNK2
SORBS2	FLOT1
MED9	MED24
GEMIN4	GEMIN5
STXBP3	GEMIN5
GEMIN7	GEMIN6
CSNK2A1	PPP1R1B
DTNBP1	SNAPIN
MUTED	SNAPIN
CNO	SNAPIN
BLOC1S2	SNAPIN
PLDN	SNAPIN
TRPM7	TRPM6
NAA38	DCP1A
DCP2	DCP1A
CSNK2A1	FAF1
POLR3F	BDP1
MRAS	RASSF5
ZNF622	MELK
ATP6V1A	ATP6V1A
GCA	GCA
UPF3A	SMG1
UPF2	SMG1
SMG5	SMG1
BRF1	CSNK2A1
SUFU	SUFU
RNF19A	SUFU
STK36	SUFU
PIAS1	SUFU
SUFU	SETDB1
TOMM7	TOMM22
RAD23B	ATXN3
RAD23A	ATXN3
CSNK2A1	CTDP1
COPG	PTGES3
AIP	PTGES3
NAA38	MTHFR
UBE2I	WT1
PAWR	WT1
WTAP	WT1
CIAO1	WT1
TNKS2	TNKS1BP1
BAT5	HM13
CSNK2A1	CDC37
EN1	PAX6
VSX2	PAX6
PBX1	PAX6
IPO13	PAX6
APOBEC3F	APOBEC3G
UBE2E2	RNF19A
TRPM7	PLCB1
TRPC3	PLCB1
CSNK2A1	RGS19
ERC1	ERC1
RIMS1	ERC1
PPFIA1	ERC1
RAB6B	ERC1
NEDD9	MICAL1
MLST8	RPTOR
SNX5	FANCA
MUTED	DTNBP1
DTNB	DTNBP1
CSNK2A1	HDAC2
PLDN	DTNBP1
CMYA5	DTNBP1
GUCY2C	PDZD3
MPP6	DYNLRB1
CPEB1	DYNLRB1
MPHOSPH6	DYNLRB1
TBC1D4	RBM12
SEC23A	SEC24B
CSNK2A1	NOL3
SEC23A	SEC24C
OSTM1	RGS17
STMN2	RGS20
OSTM1	RGS20
HSPA8	STUB1
MCM4	ORC6L
ORC4L	ORC6L
CDC7	ORC6L
CSNK2A1	GTF2A1L
NPHP4	NPHP4
NPHP1	NPHP4
RBX1	FBXO18
AP2A2	AP2A2
EPN1	AP2A2
SNAP91	AP2A2
EPS15	AP2A2
DNAJC6	AP2A2
CRK	ATXN1
CSNK2A1	SPIB
AP4B1	AP4E1
VPS41	AP3D1
DAZAP2	SOX6
CENPK	SOX6
SOX5	SOX6
EPS15	EPN1
EPS15L1	EPN1
ZBTB16	EPN1
EPS15	EPN2
CSNK2A1	VAMP4
GGA2	CLINT1
CHRAC1	POLE3
POLE4	POLE3
NDC80	NDC80
MIS12	NDC80
SPC25	NDC80
LSM2	LSM1
LSM3	LSM1
LSM5	LSM1
CSNK2A1	PACS1
LSM6	LSM1
LSM7	LSM1
TMEM214	LSM1
EXOSC8	LSM1
RRP1B	LSM1
UPF2	LSM1
EXOSC6	LSM1
VPS11	LSM1
NDUFAF3	LSM1
HSPB8	CSNK2A1
LSM3	LSM2
LSM5	LSM2
LSM6	LSM2
LSM7	LSM2
NAA38	LSM2
EXOSC10	LSM2
ZNF408	LSM2
LSM5	LSM3
FIBP	CSNK2A1
LSM6	LSM3
LSM7	LSM3
NAA38	LSM3
XRN2	LSM3
CCDC45	LSM3
LSM10	LSM3
CSNK2A1	ERH
PLEKHA5	LSM4
XRN1	LSM4
C4orf34	LSM4
LSM6	LSM5
LSM7	LSM5
NAA38	LSM5
EXOSC5	LSM5
LSM7	LSM6
NAA38	LSM6
MCRS1	LSM6
CSNK2A1	HSPH1
POLD2	LSM6
NAA38	LSM7
EXOSC8	LSM7
TACC1	LSM7
RAB7L1	LSM7
EXOSC6	LSM7
FERMT3	NAA38
FAM63A	NAA38
ISOC2	NAA38
NAGK	NAA38
PSMA4	CSNK2A1
ITSN2	NAA38
IL28RA	NAA38
DBF4	NAA38
EXOSC6	NAA38
RSL24D1	NAA38
KCTD3	NAA38
THUMPD3	NAA38
EXOSC10	NAA38
COL23A1	NAA38
CNO	MUTED
CSNK2A1	ACCN3
BLOC1S2	MUTED
GGA2	SYNRG
GGA3	SYNRG
GGA1	SYNRG
CCDC91	SYNRG
DCTN1	DCTN3
NAP1L4	CSNK2A1
PBX2	DCTN3
POMT2	POMT1
ATN1	ATN1
PDCD6IP	ATN1
ITCH	ATN1
MAGI2	ATN1
HGD	HGD
MARK4	PARD6A
BMP6	ACVR2A
PLEKHO1	CSNK2A1
CRB3	PARD6A
PARD6A	PARD6B
UBE2E2	CUL9
CSRP3	LDHD
PPP2CA	PACS1
CSNK2A1	UBE2R2
PASK	PASK
EXOSC9	DIS3
EXOSC8	DIS3
EXOSC7	DIS3
FLG	CSNK2A1
MPP6	DIS3
EXOSC6	DIS3
SKIV2L2	DIS3
EXOSC10	DIS3
DIS3	EXOSC4
DIS3	EXOSC5
NDEL1	DYNC1H1
CSNK2A1	GABRR1
KCNE4	KCNQ1
LRPPRC	LRPPRC
HEBP2	LRPPRC
MAP1S	LRPPRC
CECR2	LRPPRC
EPM2AIP1	EPM2A
NFU1	EPM2A
GABRR2	CSNK2A1
ATM	ATM
ATM	RAD17
ATM	TOPBP1
MDC1	ATM
TIPARP	ATM
RIPK3	TICAM1
TICAM2	TICAM1
CFDP1	CSNK2A1
NUTF2	NUP54
NUP107	NUP133
EXOSC5	NUP210
CGN	TJP2
FIBP	FGFBP1
FBLIM1	FERMT2
CCNO	CCNO
SFRS12	CSNK2A1
SCARF2	SCARF1
SRPK1	FERMT1
EPS15	SNAP91
ATXN1	ZHX3
VTCN1	BTLA
PILRB	SAMSN1
SCYL1	SCYL1
GORAB	SCYL1
NPHP3	NPHP3
NPHP1	NPHP3
HSPB1	HSPB8
CSNK2A1	CALM1
PAK7	PAK7
SORBS3	SAFB2
CHMP4A	PDCD6IP
CHMP4B	PDCD6IP
CHMP4C	PDCD6IP
SPEN	SOX9
PGR	UBR5
TOPBP1	UBR5
ATXN1	KIAA0913
CAD	CAD
PPP2CA	CAD
PPP1CA	CAD
TMED2	ARFGAP1
BMP7	ACVR2A
CSNK2A1	KLF1
ATG4A	GABARAPL2
HDAC3	BCOR
HDAC5	BCOR
B3GNT2	C1GALT1C1
CSNK2A1	PGR
CAMKK2	CALM1
CAMKK2	CAMK4
XRN1	CCT5
SMC4	NCAPD2
SMC2	NCAPD2
CSNK2A1	PSMA3
LRRC7	CNKSR2
CASC3	EIF4A3
DLGAP1	DYNLL2
SMG5	SMG6
CAMK2A	CAMK2A
CSNK2B	CSNK2B
CAMK2A	CHAT
MPDZ	CAMK2A
DAPK2	CAMK2A
LRRC7	CAMK2A
GRIN1	CAMK2A
CAMK2A	SYNGAP1
